name,category,city,address,email,website,phone,price,n_reviews
ski lift Brunni,Estación de esquí ·  · Brunnistrasse 21Cerrado ⋅ Apertura: 9:00 (mar),"Alpthal, Suiza","Brunnistrasse 21, 8849 Alpthal, Suiza",NO_EMAIL,skiliftbrunni.ch,+41 55 511 50 53,0,577
Bergbahnen Grüsch-Danusa AG,Estación de esquí ·  · Valzeinastrasse 6Cerrado ⋅ Apertura: 9:00 (sáb),NO_CITY,"Valzeinastrasse 6, 7214 Grüsch, Suiza",NO_EMAIL,sommer.gruesch-danusa.ch,+41 81 325 12 34,0,460
Kandersteg,"Estación de esquí · Bernese Oberland, Innere Dorfstrasse",NO_CITY,"Bernese Oberland, Innere Dorfstrasse, 3718 Kandersteg, Suiza",nan,NO_WEBSITE,NO_PHONE,0,2
Les Avants,Estación de esquí · Bahnhof,NO_CITY,"Bahnhof, 1833 Montreux, Suiza",nan,NO_WEBSITE,NO_PHONE,0,2
Ski resort Rinderberg/​Saanerslochgrat/​Horneggli – Zweisimmen/​Saanenmöser/​Schönried/​St. Stephan,Estación de esquí,NO_CITY,NO_ADDRESS,nan,NO_WEBSITE,NO_PHONE,0,9
Nax,Estación de esquí · Mayens des Baucs,NO_CITY,"Mayens des Baucs, 1973 Nax, Suiza",nan,NO_WEBSITE,NO_PHONE,0,16
Klosters Ski Resort,Estación de esquí · Gotschnastrasse 23Abierto 24 horas,NO_CITY,"Gotschnastrasse 23, 7250 Klosters-Serneus, Suiza",nan,NO_WEBSITE,NO_PHONE,0,10
Schwanden - Sigriswil,Estación de esquí · Allmendschwandstrasse 33,NO_CITY,"Allmendschwandstrasse 33, 3657 Sigriswil, Suiza",nan,NO_WEBSITE,NO_PHONE,0,16
Gstaad - Saanen - Rougemont,"Estación de esquí · Bernese Oberland, Promenade 41",NO_CITY,"Bernese Oberland, Promenade 41, 3780 Gstaad, Suiza",nan,NO_WEBSITE,NO_PHONE,0,1
Lausanne Ski Resort,Estación de esquí,NO_CITY,NO_ADDRESS,nan,NO_WEBSITE,NO_PHONE,0,7
Vercorin,Estación de esquí ·  · Rue de la Poste 11,NO_CITY,"Rue de la Poste 11, 3967 Vercorin, Suiza",nan,NO_WEBSITE,NO_PHONE,0,29
Samnaun,Estación de esquí · ,NO_CITY,NO_ADDRESS,nan,NO_WEBSITE,NO_PHONE,0,90
Espace Dent-Blanche / Domaine skiable d'Arolla,Estación de esquíCerrado ⋅ Apertura: 8:30 (mar),"Evolène, Suiza",NO_ADDRESS,NO_EMAIL,arolla.com,+41 27 283 15 63,0,214
La Vallée Blanche,Estación de esquí · Belvédère 6,NO_CITY,"Belvédère 6, 1854 Leysin, Suiza",nan,NO_WEBSITE,NO_PHONE,0,2
Rigi,Estación de esquí · Schwärtwald,NO_CITY,"Schwärtwald, 6356 Weggis, Suiza",nan,NO_WEBSITE,NO_PHONE,0,10
Schwyz - Ibergeregg (Mythen),"Estación de esquí · Rubli-Betriebs AG, Ibergeregg",NO_CITY,"Rubli-Betriebs AG, Ibergeregg, 8843 Schwyz, Suiza",nan,NO_WEBSITE,NO_PHONE,0,14
Skilift Oberholz,Estación de esquí ·  · Gerstrasse 6,"Wald, Suiza","Gerstrasse 6, 8636 Wald, Suiza",NO_EMAIL,skilift-oberholz.ch,+41 55 246 15 72,0,109
Tschappina Heinzenberg,Estación de esquí · Aclas 27,NO_CITY,"Aclas 27, 7427 Urmein, Suiza",nan,NO_WEBSITE,NO_PHONE,0,26
Bulle - La Chia,Estación de esquí · Pré de la Joux DessousAbierto 24 horas,NO_CITY,"Pré de la Joux Dessous, 1635 Bulle, Suiza",nan,NO_WEBSITE,NO_PHONE,0,8
Robella Val-de-Travers,Estación de esquí ·  · Pl. de l'Abbaye 2,"Buttes, Val-de-Travers, Suiza","Pl. de l'Abbaye 2, 2115 Buttes, Suiza",NO_EMAIL,robella.ch,+41 32 862 22 22,0,820
La Fouly Ski,Estación de esquí · La Fouly,NO_CITY,"La Fouly, 1944 Orsières, Suiza",nan,NO_WEBSITE,NO_PHONE,0,29
Hoch-Ybrig,Estación de esquí,NO_CITY,NO_ADDRESS,nan,NO_WEBSITE,NO_PHONE,0,12
Cret-du-Puy,Estación de esquíCerrado ⋅ Apertura: 9:00 (mar),"Le Pâquier, Suiza",NO_ADDRESS,christian_wuthrich@hotmail.com,cretdupuy.com,+41 32 853 39 52,0,33
Leysin - Les Mosses - La Lécherette,Estación de esquí · Belvédère 8Cerrado ⋅ Apertura: 9:00 (mar),NO_CITY,"Belvédère 8, 1854 Leysin, Suiza",NO_EMAIL,tele-leysin-mosses.ch,NO_PHONE,0,273
Marbach - Marbachegg,Estación de esquí ·  · Dorfstrasse 61,NO_CITY,"Dorfstrasse 61, 6196 Marbach, Suiza",NO_EMAIL,marbachegg.ch,NO_PHONE,0,24
Ebenalp - Appenzellerland,Estación de esquí · Schwendetalstrasse 82,NO_CITY,"Schwendetalstrasse 82, 9057 Wasserauen, Suiza",nan,NO_WEBSITE,NO_PHONE,0,43
Skilift-Genossenschaft Steig-Bäretswil,Estación de esquí · Baumastrasse 20,"Bäretswil, Suiza","Baumastrasse 20, 8344 Bäretswil, Suiza",NO_EMAIL,skiliftbaeretswil.ch,+41 44 939 16 54,0,118
Bosco Gurin,Estación de esquí · Centri Turistici Montani SA,NO_CITY,"Centri Turistici Montani SA, 6685 Bosco Gurin, Suiza",nan,NO_WEBSITE,NO_PHONE,0,3
